Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
0,45,M,3,College,Married,$60K - $80K,Blue,36,5,1,1,12709.6,1357,11432.0,0.94,1140,38,1.637,0.104
0,47,F,4,High School,Single,Less than $40K,Blue,36,3,3,2,2427.7,1565,1438.3,0.561,1127,28,0.352,0.601
0,42,M,4,College,Married,$80K - $120K,Blue,31,3,3,2,8135.7,1935,6283.9,0.635,1201,18,0.925,0.218
0,41,M,3,High School,Single,$80K - $120K,Blue,28,4,1,1,4241.3,0,4272.1,2.557,1524,21,0.825,0.0
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4375.3,976,3354.1,1.757,1346,28,1.694,0.231
0,50,M,3,Graduate,Married,$80K - $120K,Blue,36,3,1,1,11717.8,1678,10085.9,1.498,1534,25,0.911,0.141
0,42,F,3,Uneducated,Married,Less than $40K,Blue,32,5,3,2,2327.8,0,2421.7,0.639,961,25,0.353,0.0
0,42,M,4,College,Married,$80K - $120K,Blue,31,3,3,2,8311.0,1930,6284.6,0.616,1196,27,0.902,0.234
0,48,M,3,Graduate,Married,$60K - $80K,Blue,36,5,3,4,3018.4,0,3061.0,1.826,1452,15,0.978,0.0
0,39,F,1,College,Single,Less than $40K,Blue,28,5,2,2,2871.3,1468,1562.1,0.825,1202,33,0.684,0.47
0,42,F,3,Uneducated,Married,Less than $40K,Blue,32,5,3,2,2397.4,0,2447.3,0.629,971,26,0.355,0.0
0,54,M,1,Doctorate,Married,$60K - $80K,Blue,40,2,3,3,8507.5,1404,7312.6,1.354,1306,36,1.378,0.159
0,37,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,3,0,22663.2,0,23509.6,1.142,875,14,0.721,0.0
0,40,M,3,Uneducated,Married,$60K - $80K,Blue,21,5,1,0,4890.4,0,4770.7,2.136,812,24,2.52,0.0
0,58,M,0,Graduate,Unknown,$80K - $120K,Blue,49,4,1,3,18402.5,1730,16374.0,0.951,1544,33,0.643,0.097
0,48,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,2,2478.6,1564,1438.3,0.861,1445,30,0.89,0.627
1,57,F,3,High School,Single,Less than $40K,Blue,48,3,3,4,1438.3,0,1438.3,0.497,677,18,0.393,0.0
0,41,F,3,High School,Single,Less than $40K,Blue,33,3,2,1,1512.3,970,1438.3,1.742,1064,30,0.354,0.686
0,41,M,3,Uneducated,Married,$80K - $120K,Blue,36,4,4,1,4282.1,1673,2592.6,1.573,1531,29,0.566,0.407
0,55,M,3,Graduate,Married,$60K - $80K,Blue,45,4,2,3,4235.2,1512,2728.2,1.41,1351,30,1.7,0.356
0,37,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,3,0,22341.2,0,22941.0,1.142,884,14,0.697,0.0
0,50,M,4,Graduate,Married,$80K - $120K,Blue,36,4,2,2,30487.3,1672,28112.4,1.529,1673,35,0.932,0.055
0,39,F,1,College,Single,Less than $40K,Blue,28,5,2,2,3026.2,1470,1603.7,0.84,1200,30,0.71,0.475
0,48,M,2,Post-Graduate,Single,$80K - $120K,Blue,36,6,2,3,30018.6,2357,28742.7,1.668,1676,25,0.922,0.08
0,51,M,4,Unknown,Married,$120K +,Gold,46,6,1,3,34138.5,2260,32175.8,1.94,1326,29,0.711,0.066
1,51,F,1,Graduate,Single,Less than $40K,Blue,43,6,2,3,1756.8,0,1683.4,1.067,695,13,0.604,0.0
0,48,M,3,College,Single,$80K - $120K,Blue,36,4,3,3,11651.0,0,11635.8,0.737,1539,18,0.42,0.0
1,66,F,0,Doctorate,Married,Unknown,Blue,56,5,4,3,7769.6,606,7465.8,1.062,599,10,0.512,0.078
0,48,M,3,Graduate,Married,$60K - $80K,Blue,36,5,3,4,3041.5,0,3033.6,1.804,1462,12,0.975,0.0
0,37,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,3,0,22238.0,0,21905.3,1.141,878,23,0.738,0.0
0,50,M,1,High School,Married,$40K - $60K,Blue,36,3,2,3,4130.6,1355,2628.2,0.9,1014,23,0.759,0.349
0,59,M,1,High School,Single,$60K - $80K,Blue,46,4,1,4,7035.1,2254,5257.9,2.044,1258,24,0.855,0.299
0,47,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,2,1,4819.0,1393,3356.3,2.232,1087,26,0.852,0.296
0,40,M,3,Uneducated,Married,$60K - $80K,Blue,21,5,1,0,4833.5,5,4693.5,2.145,811,23,2.551,0.0
0,44,F,3,Uneducated,Single,Less than $40K,Blue,34,5,2,2,9681.2,0,10025.9,0.531,1050,17,1.598,0.0
0,55,F,1,Graduate,Married,Unknown,Blue,36,2,3,4,14682.7,2049,12639.2,1.45,1182,20,1.099,0.139
0,42,M,4,Graduate,Married,$60K - $80K,Gold,36,2,3,3,34259.6,1204,32696.5,0.679,1348,36,0.796,0.034
1,50,F,2,Graduate,Married,Less than $40K,Blue,40,4,3,3,1438.3,0,1484.8,0.403,624,16,0.35,0.0
0,32,M,0,High School,Unknown,$60K - $80K,Silver,27,2,2,2,28628.6,1394,27506.5,2.117,1541,34,0.715,0.047
0,51,M,2,College,Married,$80K - $120K,Blue,40,4,2,3,8443.2,1665,7135.6,1.558,1262,29,0.612,0.196
0,41,M,2,Graduate,Single,$80K - $120K,Blue,36,4,2,3,4426.9,1667,2687.4,1.499,1539,29,0.56,0.399
0,48,M,2,Post-Graduate,Single,$80K - $120K,Blue,36,6,2,3,30935.3,2364,28564.2,1.711,1671,29,0.951,0.079
0,49,M,3,College,Married,$80K - $120K,Blue,36,5,1,3,11952.4,1930,9641.0,0.627,1442,29,0.881,0.167
0,49,M,3,Graduate,Married,$80K - $120K,Blue,36,5,1,3,11824.2,1676,10059.6,1.545,1445,31,0.862,0.143
0,38,F,4,High School,Single,Less than $40K,Blue,28,2,3,3,2375.1,1583,1438.3,0.762,1063,24,0.91,0.643
0,40,F,4,High School,Unknown,Less than $40K,Blue,34,3,4,1,3278.2,2514,1438.3,1.396,1176,15,2.341,0.782
0,55,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,4,1452.4,0,1447.6,0.629,1063,24,0.362,0.0
0,40,F,2,Graduate,Single,Less than $40K,Blue,31,5,2,2,2431.1,1467,1438.3,0.837,1126,35,0.357,0.577
1,54,F,1,College,Married,Less than $40K,Blue,40,2,3,1,1458.8,0,1472.5,1.003,705,21,0.885,0.0
0,61,M,1,High School,Married,$40K - $60K,Blue,56,2,2,3,3177.7,1511,1662.4,1.455,1332,32,1.2,0.466
0,42,M,2,Graduate,Married,$80K - $120K,Blue,30,6,2,3,18251.1,2267,16189.9,1.914,1776,39,0.769,0.121
0,57,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,2470.6,681,1765.9,1.208,1308,33,1.089,0.271
0,42,F,3,Uneducated,Married,Less than $40K,Blue,32,5,3,2,2421.3,0,2387.6,0.655,970,23,0.352,0.0
0,46,M,2,Graduate,Married,$60K - $80K,Blue,36,4,1,2,9382.8,1407,8141.4,1.326,1306,29,1.371,0.149
0,50,M,4,Graduate,Married,$80K - $120K,Blue,36,4,2,2,31071.1,1677,28417.5,1.517,1670,29,0.945,0.055
0,43,F,2,High School,Single,Less than $40K,Blue,36,4,2,2,1438.3,971,1438.3,1.764,1061,25,0.362,0.689
0,61,M,1,High School,Married,$40K - $60K,Blue,56,2,2,3,3232.3,1510,1632.8,1.437,1332,28,1.167,0.479
0,42,F,3,Uneducated,Married,Less than $40K,Blue,32,5,3,2,2428.5,0,2406.1,0.651,965,25,0.359,0.0
0,44,F,1,Graduate,Married,Less than $40K,Blue,36,4,3,2,3292.5,1579,1801.2,1.445,1173,21,2.318,0.475
0,38,F,4,High School,Single,Less than $40K,Blue,28,2,3,3,2445.8,1576,1438.3,0.784,1071,27,0.907,0.657
0,48,M,3,College,Single,$80K - $120K,Blue,36,4,3,3,11484.3,0,11619.3,0.731,1538,15,0.42,0.0
0,42,M,3,Graduate,Married,$40K - $60K,Blue,36,3,1,2,4084.1,1244,2791.4,1.393,1084,29,0.862,0.312
0,39,F,1,College,Single,Less than $40K,Blue,28,5,2,2,3023.8,1464,1573.6,0.853,1198,35,0.677,0.478
0,45,F,2,Graduate,Married,Unknown,Blue,37,6,1,2,14318.7,1158,13406.4,0.973,1207,26,0.928,0.078
0,42,M,3,Graduate,Married,$40K - $60K,Blue,36,3,1,2,4094.1,1251,2790.0,1.406,1093,22,0.871,0.302
0,43,M,2,Graduate,Married,$60K - $80K,Blue,36,4,2,0,6652.9,1409,5411.8,1.408,1206,31,0.668,0.211
0,42,M,2,Graduate,Married,$80K - $120K,Blue,30,6,2,3,17871.0,2260,16482.9,2.015,1779,33,0.752,0.124
0,42,F,3,Uneducated,Married,Less than $40K,Blue,32,5,3,2,2325.3,0,2419.7,0.65,971,22,0.352,0.0
0,45,M,3,High School,Married,$60K - $80K,Blue,39,5,1,3,12844.8,781,11856.5,1.363,1142,42,1.635,0.061
0,51,M,3,Graduate,Married,$80K - $120K,Blue,36,4,1,0,3330.5,0,3464.0,2.602,1885,23,2.309,0.0
0,39,M,2,Graduate,Single,$80K - $120K,Blue,36,5,1,2,10278.5,2359,7855.6,1.709,1104,35,1.164,0.236
0,42,M,3,Graduate,Married,$40K - $60K,Blue,36,3,1,2,3843.0,1251,2755.7,1.366,1084,27,0.853,0.317
0,36,F,3,Graduate,Single,Less than $40K,Blue,24,4,1,3,2512.4,1220,1438.3,0.879,1070,33,0.918,0.502
0,48,M,3,High School,Married,$60K - $80K,Blue,36,5,1,2,12744.6,1726,11204.7,0.908,1140,33,1.578,0.134
0,54,M,2,Unknown,Married,$80K - $120K,Blue,42,4,2,3,12193.4,0,12187.6,1.108,1114,24,0.73,0.0
0,43,F,2,High School,Married,Less than $40K,Blue,36,4,2,3,2464.8,1563,1438.3,0.861,1437,34,0.887,0.631
0,41,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,2,8703.9,5,8781.4,2.163,1269,25,0.585,0.0
0,42,M,4,Graduate,Married,$60K - $80K,Gold,36,2,3,3,34490.0,1209,32954.4,0.691,1351,46,0.799,0.035
0,44,M,2,Graduate,Married,$40K - $60K,Blue,36,3,1,2,4098.5,1252,2758.0,1.318,1085,19,0.843,0.311
0,39,F,1,College,Single,Less than $40K,Blue,28,5,2,2,3041.9,1465,1578.4,0.841,1205,25,0.724,0.506
0,37,M,3,College,Married,$40K - $60K,Blue,36,3,3,0,9131.4,1648,7485.4,1.484,1302,34,1.495,0.185
0,38,F,4,High School,Single,Less than $40K,Blue,28,2,3,3,2412.3,1582,1438.3,0.758,1065,26,0.914,0.659
0,53,M,2,Uneducated,Married,$60K - $80K,Blue,48,2,2,1,2448.2,1692,1438.3,1.324,1596,27,0.855,0.692
0,38,F,4,High School,Single,Less than $40K,Blue,28,2,3,3,2445.0,1581,1438.3,0.797,1065,22,0.935,0.663
0,42,M,2,Graduate,Married,$80K - $120K,Blue,30,6,2,3,17760.0,2267,16041.3,1.955,1784,41,0.791,0.124
0,45,F,4,Graduate,Single,Less than $40K,Blue,36,6,1,3,1438.3,0,1459.6,1.02,1203,27,0.611,0.0
1,47,M,1,Doctorate,Divorced,$60K - $80K,Blue,42,5,2,0,2225.6,0,2220.0,0.435,687,11,0.579,0.0
0,52,M,3,Graduate,Married,$60K - $80K,Blue,40,3,1,0,8576.2,1644,6770.9,1.515,1308,31,1.34,0.193
0,45,M,3,College,Married,$60K - $80K,Blue,36,5,1,1,12644.3,1354,11582.2,0.923,1141,33,1.644,0.1
0,41,F,3,High School,Single,Less than $40K,Blue,33,3,2,1,1438.8,974,1438.3,1.801,1054,24,0.357,0.679
0,55,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,4,1448.3,0,1461.5,0.637,1059,23,0.361,0.0
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1438.3,0,1448.9,1.031,697,18,0.586,0.0
0,61,M,1,High School,Married,$40K - $60K,Blue,56,2,2,3,3143.3,1517,1739.7,1.427,1339,27,1.09,0.474
0,45,F,2,Graduate,Married,Unknown,Blue,37,6,1,2,14526.7,1158,13253.5,0.99,1209,25,0.925,0.078
0,50,M,3,Graduate,Married,$80K - $120K,Blue,36,3,1,1,11548.5,1677,10031.4,1.575,1544,30,0.914,0.142
0,41,M,3,Uneducated,Married,$80K - $120K,Blue,36,4,4,1,4311.9,1668,2607.0,1.564,1537,29,0.539,0.382
0,45,F,4,Graduate,Single,Less than $40K,Blue,36,6,1,3,1438.3,0,1438.3,1.024,1206,30,0.634,0.0
0,40,M,1,High School,Married,$60K - $80K,Blue,36,5,2,1,13961.6,0,13898.9,0.607,1036,23,0.58,0.0
0,54,M,1,Doctorate,Married,$60K - $80K,Blue,40,2,3,3,8627.8,1400,6912.1,1.34,1311,35,1.354,0.167
0,47,M,2,Graduate,Married,$60K - $80K,Blue,42,5,2,0,2448.5,678,1719.0,1.182,1315,30,1.052,0.275
1,54,F,1,College,Married,Less than $40K,Blue,40,2,3,1,1466.6,0,1438.3,1.004,702,15,0.897,0.0
0,45,M,3,High School,Married,$60K - $80K,Blue,39,5,1,3,13113.7,779,12140.4,1.376,1148,38,1.613,0.059
0,57,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,2485.4,685,1816.1,1.21,1316,32,1.033,0.283
0,51,M,3,Graduate,Married,$80K - $120K,Blue,36,4,1,0,3292.2,0,3410.9,2.616,1890,15,2.3,0.0
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4125.6,968,3251.0,1.781,1346,23,1.718,0.232
0,48,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,2,2460.9,1559,1438.3,0.853,1442,35,0.888,0.626
0,50,M,3,Graduate,Married,$80K - $120K,Blue,36,3,1,1,11785.1,1680,10336.7,1.541,1542,28,0.932,0.143
0,41,F,3,High School,Single,Less than $40K,Blue,33,3,2,1,1453.2,976,1438.3,1.676,1055,27,0.346,0.698
0,57,M,2,Post-Graduate,Married,$40K - $60K,Blue,48,5,2,0,9313.8,0,9496.1,1.137,1117,26,0.531,0.0
0,50,M,4,Graduate,Married,$80K - $120K,Blue,36,4,2,2,30480.4,1682,29249.6,1.531,1674,33,0.889,0.055
0,40,F,4,High School,Unknown,Less than $40K,Blue,34,3,4,1,3262.9,2517,1438.3,1.373,1168,25,2.341,0.743
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4182.2,976,3274.4,1.779,1351,26,1.749,0.226
0,43,M,2,Graduate,Married,$60K - $80K,Blue,36,4,2,0,6558.2,1403,5451.0,1.348,1200,39,0.66,0.208
0,55,M,3,Graduate,Married,$60K - $80K,Blue,45,4,2,3,4155.8,1510,2572.0,1.492,1348,30,1.68,0.366
0,47,F,4,High School,Single,Less than $40K,Blue,36,3,3,2,2424.6,1560,1438.3,0.591,1122,23,0.355,0.623
0,63,M,1,High School,Married,$60K - $80K,Blue,56,3,3,2,3149.3,1923,1438.3,0.857,1012,35,0.594,0.595
0,32,M,0,High School,Unknown,$60K - $80K,Silver,27,2,2,2,29693.8,1397,26671.4,2.197,1543,34,0.708,0.048
0,42,M,3,Graduate,Married,$40K - $60K,Blue,36,3,1,2,3933.9,1243,2791.2,1.374,1091,19,0.834,0.308
0,55,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,4,1514.0,0,1477.8,0.614,1055,22,0.339,0.0
0,43,F,2,High School,Single,Less than $40K,Blue,36,4,2,2,1452.5,977,1438.3,1.772,1059,32,0.354,0.656
0,32,M,0,High School,Unknown,$60K - $80K,Silver,27,2,2,2,29188.5,1394,28212.6,2.171,1538,39,0.743,0.049
0,39,F,1,College,Single,Less than $40K,Blue,28,5,2,2,2982.9,1470,1618.6,0.812,1203,32,0.684,0.477
1,58,F,2,High School,Single,Less than $40K,Blue,48,3,3,4,1458.4,0,1476.1,0.493,684,16,0.4,0.0
0,50,M,1,High School,Married,$40K - $60K,Blue,36,3,2,3,3963.8,1350,2742.1,0.935,1010,20,0.755,0.329
0,63,M,1,High School,Married,$60K - $80K,Blue,56,3,3,2,3219.8,1921,1438.3,0.851,1013,33,0.579,0.606
0,42,M,3,Graduate,Married,$40K - $60K,Blue,36,3,1,2,4215.3,1244,2767.2,1.401,1083,21,0.832,0.315
0,45,M,2,Graduate,Single,$80K - $120K,Blue,37,6,1,2,9910.9,1224,8431.9,0.841,1108,29,1.152,0.124
0,47,F,4,High School,Single,Less than $40K,Blue,36,3,3,2,2549.3,1563,1438.3,0.576,1130,18,0.355,0.614
1,49,F,2,Graduate,Single,Less than $40K,Blue,36,2,3,3,1438.3,0,1438.3,0.52,655,16,0.45,0.0
0,59,M,1,High School,Single,$60K - $80K,Blue,46,4,1,4,7423.8,2258,5395.5,2.021,1260,26,0.84,0.297
0,48,M,3,High School,Married,$60K - $80K,Blue,36,5,1,2,13140.5,1734,10923.4,0.931,1141,34,1.667,0.135
0,48,M,2,Post-Graduate,Single,$80K - $120K,Blue,36,6,2,3,29986.2,2365,28074.0,1.69,1675,29,0.941,0.08
1,52,F,2,Graduate,Married,Less than $40K,Blue,44,3,3,3,1490.4,0,1454.2,0.454,650,15,0.396,0.0
0,41,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,2,8757.2,2,8642.5,2.216,1265,32,0.623,0.0
0,44,F,3,Graduate,Single,Less than $40K,Blue,36,4,2,2,3275.7,1924,1439.2,0.852,1166,26,2.31,0.569
0,39,M,2,Graduate,Single,$80K - $120K,Blue,36,5,1,2,10055.6,2360,7473.8,1.702,1102,28,1.115,0.241
0,42,M,3,Graduate,Married,$40K - $60K,Blue,36,3,1,2,4088.0,1247,2773.8,1.333,1084,25,0.833,0.311
0,44,F,3,Uneducated,Single,Less than $40K,Blue,34,5,2,2,10225.6,0,9950.0,0.52,1057,23,1.515,0.0
0,48,M,3,College,Single,$80K - $120K,Blue,36,4,3,3,11409.1,0,11468.0,0.747,1542,15,0.421,0.0
1,51,F,1,Graduate,Single,Less than $40K,Blue,43,6,2,3,1732.4,0,1736.5,1.049,693,11,0.578,0.0
0,58,M,0,Graduate,Unknown,$80K - $120K,Blue,49,4,1,3,17907.9,1725,16256.0,0.919,1535,38,0.62,0.098
0,44,M,2,Graduate,Married,$40K - $60K,Blue,36,3,1,2,4004.0,1247,2739.3,1.374,1086,20,0.811,0.304
0,47,M,2,Graduate,Single,$80K - $120K,Blue,36,5,1,2,11925.2,2261,9389.1,2.041,1535,25,0.416,0.18
1,56,M,2,Graduate,Single,$60K - $80K,Blue,48,3,4,3,2200.8,0,2131.3,0.396,607,10,0.374,0.0
0,45,F,4,Graduate,Single,Less than $40K,Blue,36,6,1,3,1438.3,0,1438.3,1.028,1202,28,0.628,0.0
0,54,M,2,Unknown,Married,$80K - $120K,Blue,42,4,2,3,12309.9,0,11849.3,1.049,1114,22,0.734,0.0
0,47,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,2,1,4773.6,1393,3370.5,2.158,1090,25,0.826,0.29
0,48,M,2,Graduate,Single,$80K - $120K,Blue,36,6,3,3,11786.5,1672,9995.5,1.509,1445,28,0.89,0.152
0,43,F,2,High School,Married,Less than $40K,Blue,36,4,2,3,2545.9,1558,1438.3,0.846,1445,33,0.872,0.622
0,44,M,3,Graduate,Married,$40K - $60K,Blue,36,3,3,0,4866.8,0,4757.4,1.487,1083,23,0.503,0.0
0,40,M,3,Uneducated,Married,$60K - $80K,Blue,21,5,1,0,4759.3,0,4645.1,2.119,819,28,2.456,0.0
0,41,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,2,8622.9,0,8690.1,2.205,1262,33,0.613,0.0
0,51,M,2,College,Married,$80K - $120K,Blue,40,4,2,3,8348.2,1665,7152.8,1.553,1267,32,0.627,0.192
0,41,M,3,Uneducated,Married,$80K - $120K,Blue,36,4,4,1,4313.8,1665,2510.2,1.565,1538,28,0.569,0.388
0,40,F,4,High School,Unknown,Less than $40K,Blue,34,3,4,1,3326.8,2517,1438.3,1.389,1168,16,2.314,0.754
0,40,M,1,High School,Married,$60K - $80K,Blue,36,5,2,1,13754.3,0,13636.2,0.579,1031,23,0.574,0.0
0,42,M,5,Uneducated,Unknown,$120K +,Blue,31,5,3,2,6575.7,1472,5351.9,0.816,1201,41,0.677,0.218
0,45,M,3,College,Married,$60K - $80K,Blue,36,5,1,1,12416.6,1357,11384.3,0.922,1139,38,1.625,0.107
1,51,F,3,High School,Single,Less than $40K,Blue,36,6,3,3,2562.9,0,2472.3,1.023,927,13,0.497,0.0
0,48,M,3,High School,Married,$60K - $80K,Blue,36,5,1,2,12681.0,1730,10892.1,0.934,1139,39,1.62,0.137
0,49,M,3,Graduate,Married,$80K - $120K,Blue,36,5,1,3,11814.9,1679,9820.1,1.47,1438,32,0.886,0.138
0,41,M,2,Graduate,Single,$80K - $120K,Blue,36,4,2,3,4279.4,1666,2664.1,1.536,1539,23,0.551,0.374
0,46,M,3,Graduate,Married,$60K - $80K,Blue,36,4,1,2,9456.6,1400,8050.4,1.362,1310,28,1.329,0.151
0,59,M,1,High School,Single,$60K - $80K,Blue,46,4,1,4,7568.4,2260,5367.6,2.029,1261,29,0.833,0.307
0,40,M,1,High School,Married,$60K - $80K,Blue,36,5,2,1,13538.8,0,13663.4,0.615,1039,20,0.553,0.0
0,39,M,2,Graduate,Single,$80K - $120K,Blue,36,5,1,2,9949.1,2363,7460.8,1.72,1103,28,1.105,0.231
0,41,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,2,8555.2,0,8373.6,2.18,1262,31,0.613,0.0
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4197.2,972,3144.4,1.762,1347,23,1.67,0.229
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1438.3,0,1438.3,1.01,697,15,0.606,0.0
0,45,M,3,High School,Married,$60K - $80K,Blue,39,5,1,3,12747.4,774,11977.7,1.333,1142,47,1.626,0.06
1,47,M,1,Doctorate,Divorced,$60K - $80K,Blue,42,5,2,0,2172.0,0,2215.3,0.415,694,16,0.576,0.0
1,45,M,3,Graduate,Married,$60K - $80K,Blue,36,4,3,3,1474.4,0,1438.3,0.581,699,20,0.507,0.0
0,44,M,2,Graduate,Married,$40K - $60K,Blue,36,3,1,2,3938.3,1249,2812.5,1.361,1093,26,0.86,0.308
0,42,M,3,Graduate,Married,$40K - $60K,Blue,36,3,1,2,3995.0,1244,2736.3,1.373,1090,29,0.829,0.316
0,42,M,1,Graduate,Married,$40K - $60K,Blue,36,4,2,2,3974.7,1464,2550.5,0.82,1088,27,0.853,0.352
1,56,M,2,Graduate,Single,$60K - $80K,Blue,48,3,4,3,2256.5,0,2263.7,0.403,617,10,0.369,0.0
0,37,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,3,0,22439.9,0,22752.9,1.115,879,17,0.728,0.0
0,40,M,3,Uneducated,Married,$60K - $80K,Blue,21,5,1,0,4813.3,0,4690.7,2.255,814,27,2.437,0.0
0,51,M,3,Graduate,Married,$80K - $120K,Blue,36,4,1,0,3316.4,5,3357.1,2.636,1885,23,2.249,0.0
0,42,M,4,College,Married,$80K - $120K,Blue,31,3,3,2,8396.6,1929,6144.7,0.636,1195,28,0.91,0.237
0,41,M,3,High School,Single,$80K - $120K,Blue,28,4,1,1,4346.0,0,4208.6,2.486,1529,23,0.831,0.0
0,42,M,4,College,Married,$80K - $120K,Blue,31,3,3,2,8365.7,1933,6393.9,0.635,1200,24,0.91,0.234
0,55,F,1,Graduate,Married,Unknown,Blue,36,2,3,4,15099.0,2050,12487.5,1.386,1182,19,1.098,0.137
0,50,M,4,Graduate,Married,$80K - $120K,Blue,36,4,2,2,30052.8,1679,28614.7,1.515,1674,31,0.922,0.055
0,50,M,4,Graduate,Married,$80K - $120K,Blue,36,4,2,2,31223.0,1676,28734.1,1.55,1675,31,0.934,0.055
1,50,F,2,Graduate,Married,Less than $40K,Blue,40,4,3,3,1504.4,0,1438.3,0.411,620,10,0.35,0.0
0,48,M,2,Post-Graduate,Single,$80K - $120K,Blue,36,6,2,3,30146.6,2362,27640.9,1.66,1675,30,0.932,0.078
0,45,M,3,College,Married,$60K - $80K,Blue,36,5,1,1,12577.9,1359,11374.2,0.922,1145,38,1.603,0.107
1,48,F,3,Graduate,Married,Less than $40K,Blue,36,2,3,4,1480.1,0,1451.0,0.494,634,16,0.394,0.0
1,52,F,2,Graduate,Married,Less than $40K,Blue,44,3,3,3,1483.7,0,1438.3,0.467,642,10,0.391,0.0
0,45,M,3,High School,Married,$60K - $80K,Blue,39,5,1,3,12558.3,778,12250.2,1.333,1146,41,1.641,0.062
1,54,F,3,Uneducated,Married,Unknown,Blue,42,5,1,2,1438.3,0,1438.3,1.014,702,15,0.921,0.0
0,38,F,4,High School,Single,Less than $40K,Blue,28,2,3,3,2416.3,1579,1438.3,0.761,1062,27,0.926,0.636
0,39,M,2,Graduate,Single,$80K - $120K,Blue,36,5,1,2,9663.0,2363,7675.2,1.65,1109,31,1.128,0.242
0,40,F,4,High School,Unknown,Less than $40K,Blue,34,3,4,1,3252.1,2516,1438.3,1.379,1170,22,2.308,0.742
0,36,F,3,Graduate,Single,Less than $40K,Blue,24,4,1,3,2381.2,1218,1438.3,0.879,1063,33,0.936,0.508
0,51,M,2,College,Married,$80K - $120K,Blue,40,4,2,3,8502.4,1665,7006.0,1.539,1269,25,0.594,0.195
0,53,M,2,Uneducated,Married,$60K - $80K,Blue,48,2,2,1,2449.3,1691,1438.3,1.315,1596,28,0.84,0.664
0,40,M,3,College,Married,$60K - $80K,Blue,36,4,1,1,18475.1,0,18522.0,1.186,1784,28,0.759,0.0
0,42,M,3,Graduate,Married,$40K - $60K,Blue,36,3,1,2,4134.4,1252,2699.8,1.428,1091,28,0.867,0.308
0,37,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,3,0,21905.7,0,22400.5,1.158,875,23,0.733,0.0
0,43,M,2,Graduate,Married,$60K - $80K,Blue,36,4,2,0,6880.8,1402,5340.4,1.414,1199,31,0.667,0.214
0,42,F,3,Uneducated,Married,Less than $40K,Blue,32,5,3,2,2389.7,0,2390.0,0.645,961,22,0.351,0.0
1,51,F,3,High School,Single,Less than $40K,Blue,36,6,3,3,2507.5,0,2503.5,1.047,924,13,0.494,0.0
0,40,M,3,College,Married,$60K - $80K,Blue,36,4,1,1,18637.2,0,17696.9,1.157,1782,31,0.754,0.0
0,57,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,2381.3,685,1736.7,1.225,1317,35,1.083,0.283
0,51,M,3,Graduate,Married,$80K - $120K,Blue,36,4,1,0,3444.1,0,3424.3,2.533,1883,17,2.269,0.0
0,50,M,1,High School,Married,$40K - $60K,Blue,36,3,2,3,4023.3,1353,2663.5,0.927,1006,18,0.774,0.346
0,57,M,2,Post-Graduate,Married,$40K - $60K,Blue,48,5,2,0,9544.1,2,9256.7,1.119,1126,24,0.542,0.0
0,51,M,2,College,Married,$80K - $120K,Blue,40,4,2,3,8684.9,1674,7142.3,1.529,1267,27,0.624,0.185
0,57,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,2555.6,683,1725.6,1.17,1310,30,1.052,0.276
0,40,M,3,Uneducated,Married,$60K - $80K,Blue,21,5,1,0,4655.8,0,4807.4,2.149,813,30,2.493,0.0
0,51,M,4,Unknown,Married,$120K +,Gold,46,6,1,3,34149.4,2263,32527.6,1.954,1328,28,0.701,0.067
